xcenter,ycenter,fwhm,flux_2_apcor,flux_4_apcor,flux_6_apcor,flux_8_apcor,flux_10_apcor,err_2_apcor,err_4_apcor,err_6_apcor,err_8_apcor,err_10_apcor,RA_GAIA_WCS,DEC_GAIA_WCS,GAIA_CAT_RA,GAIA_CAT_DEC
2457.6497260088377,535.7555376875274,12.580302984820058,1.5824566253116148e-19,3.8092223223015055e-19,6.664769872398116e-19,8.806851615590882e-19,9.720482315306552e-19,2.3094704455744735e-19,4.260654820875515e-19,5.828483541243084e-19,6.856312262907572e-19,7.316740669186526e-19,181.65894878510446,2.1250412741980664,-999.0,-999.0
1009.9899579086831,539.0208735562215,5.769535007460597,2.8261391203149676e-19,5.905575660125236e-19,7.655469024265973e-19,8.46852517484701e-19,8.687682007130047e-19,3.0834767513735193e-19,5.299559894175076e-19,6.241346533940311e-19,6.718994589250233e-19,6.913229590574467e-19,181.6510598820512,2.106547994138206,-999.0,-999.0
1432.1956068879215,582.445459823992,19.324936763304898,6.308280867644134e-20,1.7822985641072263e-19,3.102890903458699e-19,4.3298778652505805e-19,4.87701763407246e-19,1.4653145611725108e-19,2.9291147480639335e-19,4.0046614558627787e-19,4.854159978515368e-19,5.262173314568379e-19,181.65392774526387,2.111698598844181,-999.0,-999.0
3752.256270172096,612.2564011397651,3.1357808123436937,1.026882302682809e-18,1.2986967939401003e-18,1.4599462073911912e-18,1.5098314657696198e-18,1.54017770209722e-18,5.874090040597585e-19,7.853317558449086e-19,8.608858073880487e-19,8.953460427490275e-19,9.172450091298971e-19,181.66701876035896,2.1411445843897177,-999.0,-999.0
1311.8431181046922,797.579476737046,11.222829274936085,1.9680098236388094e-19,7.323441817918563e-19,1.0434696981443811e-18,1.0952201743444225e-18,9.764306613103021e-19,2.575680231331004e-19,5.903402136651411e-19,7.289131478632879e-19,7.647432255209425e-19,7.349163124745066e-19,181.6560176947805,2.108985032015621,-999.0,-999.0
1965.2983699916285,947.1186911569871,2.2327537585483443,2.7020660282928925e-16,2.428187850359136e-16,2.3674493845457936e-16,2.3065526475640473e-16,2.268028156017567e-16,9.526819811537592e-18,1.073365091674766e-17,1.0952385050872057e-17,1.1046445284116854e-17,1.1095158834602684e-17,181.66150850591103,2.1165060374112925,181.66151085699158,2.1165036770095056
3548.781620463737,940.3209308022957,5.885431514016277,6.41135959833755e-19,1.2563662427600022e-18,1.5499793965960016e-18,1.6876571703019992e-18,1.720555221217319e-18,4.642400492347281e-19,7.725427372551595e-19,8.872132589679405e-19,9.468637995349048e-19,9.699416910848213e-19,181.67009654239456,2.1367520078730586,-999.0,-999.0
3289.969838129965,955.6313244566301,12.798330234415564,7.188714226752835e-20,2.2657363586281056e-19,3.7648936507594797e-19,5.347367187784693e-19,5.871454709772459e-19,1.5592329369774326e-19,3.289737270616628e-19,4.388630631432168e-19,5.354506028609946e-19,5.707586024037761e-19,181.66887431884618,2.1333651911533575,-999.0,-999.0
1094.902924699924,961.708766707562,4.618822974124634,1.2880375885010316e-19,2.4350030188847107e-19,3.9675301568428005e-19,5.021072398742543e-19,6.237294799334899e-19,2.0848596724717327e-19,3.4119695611673874e-19,4.508656439474001e-19,5.199158682119781e-19,5.892502924288029e-19,181.6569267039333,2.105317976059187,-999.0,-999.0
3129.1920904840113,1024.8315931365526,4.452461038235503,3.579327997324608e-19,5.228466288399428e-19,5.656079648039348e-19,6.169765084760963e-19,6.3986998758660995e-19,3.470643253418394e-19,4.990626715010072e-19,5.376934168564696e-19,5.759082951821793e-19,5.97577029481947e-19,181.66887785337772,2.1309345168752927,-999.0,-999.0
3022.4481819386438,1176.472275500752,4.81798779185202,3.5713957618364473e-19,6.465263378465581e-19,8.747758490069425e-19,1.0004253229518138e-18,1.0289815116255274e-18,3.4662192212785044e-19,5.545865504968561e-19,6.672994060005675e-19,7.30425477539895e-19,7.526113334442945e-19,181.67023094841855,2.128742162584237,-999.0,-999.0
1984.4332889707637,1182.7012364004293,2.044753212952101,7.888851655704544e-18,7.045440784588419e-18,6.901310874064271e-18,6.7311183591286775e-18,6.590155054887993e-18,1.6278559142409724e-18,1.8284875277019587e-18,1.8703013725026627e-18,1.8877439495940054e-18,1.8925668907841827e-18,181.66462392314835,2.1154606977598363,-999.0,-999.0
2208.624647423729,1225.2616436373514,2.0305487677426575,8.002408410200182e-18,7.16598809398575e-18,6.997768081788578e-18,6.820850241814412e-18,6.685019410472081e-18,1.6395289677069607e-18,1.8440585503159767e-18,1.883314349313802e-18,1.9002608662388417e-18,1.9060932898009667e-18,181.66639601211952,2.1180889072107423,-999.0,-999.0
3047.651487399591,1306.46040120845,3.663012277400151,1.883067314869995e-18,2.9289223504385607e-18,3.7579042870818826e-18,4.221538095302903e-18,4.5022834087590426e-18,7.955744764645739e-19,1.1796399045768716e-18,1.3815799659904328e-18,1.4976792014599512e-18,1.5689782006408462e-18,181.67203019544397,2.1283522679711786,-999.0,-999.0
1299.9771803351734,1319.7299732516733,4.642949699184781,2.1926527472650084e-19,4.308265605246364e-19,6.751259135563862e-19,1.030174138970068e-18,1.1952326167876102e-18,2.718414348467958e-19,4.533159733320435e-19,5.87222383808932e-19,7.420841086629065e-19,8.119609899622234e-19,181.66262540076076,2.105975437578592,-999.0,-999.0
3385.8631924754154,1374.5865336589297,2.1544904567133183,9.50605253712848e-18,8.40424139212932e-18,8.213099899653505e-18,8.026629518192319e-18,7.857565015323514e-18,1.7869305751914584e-18,1.9970199240474418e-18,2.0402709129093614e-18,2.0613042862551703e-18,2.0663461944700314e-18,181.67475368287143,2.1322956726921007,181.67475160391353,2.1322994443942607
