xcenter,ycenter,fwhm,flux_2_apcor,flux_4_apcor,flux_6_apcor,flux_8_apcor,flux_10_apcor,err_2_apcor,err_4_apcor,err_6_apcor,err_8_apcor,err_10_apcor,RA_GAIA_WCS,DEC_GAIA_WCS,GAIA_CAT_RA,GAIA_CAT_DEC
472.70979426106084,89.85200498663683,3.290003779924047,1.159992741480347e-17,1.7345921139293256e-17,2.134090769795325e-17,2.4344190227064878e-17,2.5665758524949443e-17,1.6307992039104505e-18,2.383569931508466e-18,2.7843532956990004e-18,3.023137060421609e-18,3.1575891838174088e-18,163.8534097613837,-36.34191794805396,163.85340167302718,-36.3419182016748
670.8425418868408,82.41003325360884,5.0678580696291124,1.5878414730075351e-18,2.7804002249205204e-18,3.489342582405865e-18,3.98986844053836e-18,4.229643789026148e-18,6.033273240117282e-19,9.541234104257508e-19,1.1254744671160826e-18,1.2231093380180886e-18,1.2804344493689706e-18,163.8502499677202,-36.3429693581981,-999.0,-999.0
583.569797649932,100.28665717381536,2.336350271780152,6.0662741377030344e-18,5.665868720291397e-18,5.373984768862906e-18,5.310111428296662e-18,5.182082816867756e-18,1.1790118620530787e-18,1.361560999814703e-18,1.3959142480818223e-18,1.4096483040186001e-18,1.4149945474816655e-18,163.85155447771695,-36.3423160781183,-999.0,-999.0
1351.3900328773339,104.46050404494278,0.8477320427767578,1.8350938630912833e-17,1.6519935022066163e-17,1.5651064254307047e-17,1.5430250322666103e-17,1.5094457955148495e-17,2.0505945448424847e-18,2.3248077687490757e-18,2.381942276749139e-18,2.40237443697565e-18,2.413891428256672e-18,163.8391113558756,-36.34595986340964,163.8391183608563,-36.34595955560234
2011.8574578701855,130.29645010548364,2.299863371296851,7.999825972502252e-17,7.30503000076502e-17,6.913227542055768e-17,6.816244524680588e-17,6.665147039491409e-17,4.281442547756869e-18,4.888673643301551e-18,5.0060224870361665e-18,5.0490838427707645e-18,5.0720985403543816e-18,163.82827406131335,-36.34880335124419,163.82827235447567,-36.348806242619865
2342.6695699227625,140.83701785754235,8.885710297151656,2.195191950449052e-19,4.783995818243989e-19,7.088193617359955e-19,8.528493671509001e-19,9.220879405055045e-19,2.2442538252001613e-19,3.9597983947292027e-19,5.076169528900696e-19,5.661148468552443e-19,5.98928115345134e-19,163.8228599702191,-36.350258485038154,-999.0,-999.0
3686.8852771261204,151.13291278081078,3.3126061891303795,5.967431499316497e-19,7.533215175330595e-19,8.569136131773741e-19,1.0150303071107634e-18,1.054674021983233e-18,3.6986082059704423e-19,4.967045429603011e-19,5.579334524778471e-19,6.172502925277825e-19,6.400186418772472e-19,163.80105272154137,-36.356592628229436,-999.0,-999.0
3684.7623179135517,242.3344445768659,2.029669915847957,2.282265914483583e-17,2.1372843385334634e-17,2.0212158468934325e-17,1.9910730657851038e-17,1.9451303289342203e-17,2.2868310902307465e-18,2.6443240331535768e-18,2.706869094915116e-18,2.7289850591795353e-18,2.740246418708822e-18,163.80054227143407,-36.35539414590953,163.8005418475893,-36.355396416603554
3759.293210508961,321.7651571190697,5.433902283397706,7.214362317027066e-19,1.2886734820375291e-18,1.5030000769965836e-18,1.60551988753795e-18,1.6386589380256474e-18,4.0664862834805006e-19,6.49484798075528e-19,7.385200179610346e-19,7.7567767882196965e-19,7.966899519351123e-19,163.7988620215089,-36.35471774920531,-999.0,-999.0
1965.585551689311,331.0116606836506,1.969215881492874,4.757661657071115e-18,4.452782240706877e-18,4.234683453588143e-18,4.160756261742917e-18,4.0738008316649485e-18,1.0441349324616826e-18,1.207058494841968e-18,1.2392019951391908e-18,1.2479276061559414e-18,1.2548247187733884e-18,163.8278227470019,-36.34596573517364,-999.0,-999.0
2545.4202211282645,332.21034396395333,1.492028352471119,6.422356604596068e-18,5.7323595026857695e-18,5.416334271987791e-18,5.336396066664654e-18,5.218359596078989e-18,1.2131262908242517e-18,1.3695491844397132e-18,1.4014606179159584e-18,1.4132521087426269e-18,1.4201576263521573e-18,163.81843657733128,-36.348741121013205,-999.0,-999.0
966.9345735708924,377.2630338915976,2.0569973139649553,3.0037593652812034e-17,2.7576086302112982e-17,2.6109326597047354e-17,2.576201409735369e-17,2.5189928647273938e-17,2.6235104773262924e-18,3.0036380695914905e-18,3.076473924871006e-18,3.104102833415129e-18,3.118226800809271e-18,163.84369809725524,-36.34055455264334,163.84369654592922,-36.34055508280846
212.62782381303228,380.0437889995149,2.2161528686045115,8.933744382755572e-18,8.351360177278893e-18,7.974564659315529e-18,7.866085034635138e-18,7.674159098392806e-18,1.4307786579726494e-18,1.6530181725738286e-18,1.7004027247452406e-18,1.7155898968595582e-18,1.7217587003789245e-18,163.85588001528922,-36.33688480567694,163.8558823998202,-36.33687693177118
1018.4837729124777,387.1177505801391,8.418764666535973,1.754625396352441e-19,3.954968563107214e-19,6.621357590593499e-19,8.924937638712736e-19,1.0251708070785941e-18,2.0084254403097754e-19,3.6050931917599147e-19,4.914212873683958e-19,5.803947138742298e-19,6.335369302096947e-19,163.84280548342275,-36.34067444476084,-999.0,-999.0
1793.6751259213588,499.38399974376716,15.650981170879245,7.827982713453028e-20,1.9784923645357442e-19,3.3483661071362696e-19,4.2053519993121956e-19,4.642274214076025e-19,1.342020443666428e-19,2.55043288084253e-19,3.4955993024944857e-19,3.987208502962289e-19,4.270011891054369e-19,163.8295968724962,-36.342944625110135,-999.0,-999.0
893.5082924914378,537.3480179428145,6.9327183257235045,2.9061423465489355e-19,6.222443063669053e-19,9.56194470270291e-19,1.2293907475552571e-18,1.3858279975115094e-18,2.5835525205607865e-19,4.519435734120113e-19,5.902149347353092e-19,6.807398048666601e-19,7.359275057817781e-19,163.84392835281514,-36.33811550053399,-999.0,-999.0
463.55602483141314,613.7940576370765,4.607954361119939,3.3201863001893073e-19,5.798686627065009e-19,7.983057041498548e-19,9.536013026633281e-19,1.016345561190081e-18,2.7594433394767966e-19,4.35888443849771e-19,5.38627020674135e-19,5.984804102237139e-19,6.285834334103565e-19,163.85042423004887,-36.335048712515785,-999.0,-999.0
2022.1200674465817,624.9753488419391,4.668085582372947,2.5960178151226134e-19,5.0960114907022545e-19,7.011843101500877e-19,8.292869320485119e-19,9.63364290396546e-19,2.4405288504268076e-19,4.08722595565274e-19,5.050020558400702e-19,5.58501960696926e-19,6.124592626291675e-19,163.8251513312971,-36.34240819175458,-999.0,-999.0
361.30501879809003,635.5526585234286,9.903933786490903,1.64133040955038e-19,3.95322542893e-19,5.825706597157011e-19,7.147078281872302e-19,8.553935129826733e-19,1.9430191592759255e-19,3.605000634371378e-19,4.612855144239097e-19,5.202357470468168e-19,5.799650540858568e-19,163.8519476011225,-36.334272706922285,-999.0,-999.0
2348.367029958722,681.0570614338643,2.5464579407067425,3.088522806961327e-16,2.858117768226239e-16,2.701480561667918e-16,2.662030238769194e-16,2.602008200500312e-16,8.412555171124941e-18,9.67005274022438e-18,9.896343288092463e-18,9.97908124264023e-18,1.0023477453951846e-17,163.81953932408462,-36.3432478972255,163.81953927776212,-36.34324991148719
670.1779674156497,643.8121530904299,2.0522496202570433,2.807536753646302e-17,2.55994687845188e-17,2.4252711882943637e-17,2.3925968512335616e-17,2.3402601670045594e-17,2.5363732415197042e-18,2.89399316293276e-18,2.9650863994236055e-18,2.9914699596698778e-18,3.0056130949690163e-18,163.84690339053307,-36.33565295053802,163.84690095310475,-36.33565370428879
3697.6573122594164,713.7529144660965,4.193890172462173,6.544812977997048e-19,1.2072283634983337e-18,1.821039552299952e-18,2.342044680823323e-18,2.5560997722047893e-18,3.8738035005447247e-19,6.287850844905418e-19,8.131214661714548e-19,9.370643796963184e-19,9.95274356452263e-19,163.7975178901457,-36.34931399313871,-999.0,-999.0
840.3146485542659,746.402499340615,8.992784006037828,1.6688795201404454e-19,4.1217926979646863e-19,7.163532174012827e-19,1.0385903017051733e-18,1.263182702202146e-18,1.9606535960929819e-19,3.684084436240349e-19,5.117794707442624e-19,6.269768683353188e-19,7.044175571034745e-19,163.84353860444028,-36.33513597139502,-999.0,-999.0
3763.481190427763,784.865029086104,2.746585113376075,3.8112216468738327e-16,3.66422198838357e-16,3.462871942639623e-16,3.4149218028383847e-16,3.338762833485958e-16,9.345141419817243e-18,1.0949217628614588e-17,1.1204705158193384e-17,1.1302944424060068e-17,1.135503392435116e-17,163.7960283333118,-36.34870406071018,163.79602725099372,-36.348706080689325
3807.042659730549,770.6934556358375,2.3999481730994803,3.701727633407072e-18,3.519194179042165e-18,3.344370287269458e-18,3.3047250293610928e-18,3.216440952595306e-18,9.210446332667796e-19,1.0732316749370144e-18,1.1016241551423347e-18,1.112924415076455e-18,1.116396099572004e-18,163.79540826008497,-36.34909822635836,-999.0,-999.0
3025.2327528475475,816.6028722643516,4.740141021589434,1.7619274350469112e-19,3.3510004717380823e-19,4.489811666602559e-19,5.746982250306811e-19,6.675594528092528e-19,2.0137408171875014e-19,3.322820663064387e-19,4.0590010537824274e-19,4.680901384583781e-19,5.151742871326537e-19,163.80778103118257,-36.344739141670125,-999.0,-999.0
4013.9972949059515,870.2491679536569,2.2312221760318285,1.2522427255621788e-17,1.1706207258024421e-17,1.1065541166686921e-17,1.0888903255320463e-17,1.0618567259884605e-17,1.6939395605841727e-18,1.9570433319565272e-18,2.0029443021262545e-18,2.0183392034769724e-18,2.025026380257246e-18,163.79146573265888,-36.34879640910145,163.79146684364153,-36.348801297144654
1872.1444675496757,913.7787283800801,11.253593782457065,1.4222147605407272e-19,3.5873534647689407e-19,5.60719622280461e-19,7.025979664971011e-19,8.323433154960286e-19,1.810688616243203e-19,3.4383791085807025e-19,4.532818206072999e-19,5.170781505088491e-19,5.742786112301539e-19,163.82585096560874,-36.33792376255302,-999.0,-999.0
2891.818919085286,897.6254343997514,0.1705728934478504,2.2248933544541894e-19,9.136374878139655e-19,1.8243449321398376e-18,2.1269104796944003e-18,2.255804021160944e-18,2.2611163848245235e-19,5.472970222928728e-19,8.141916339536043e-19,8.937419127624856e-19,9.363790549328564e-19,163.8094550424733,-36.34304160601044,-999.0,-999.0
245.8372169764084,901.1386624677316,3.0352209193441397,5.391042302751483e-18,6.063719870607683e-18,5.8321113288068226e-18,5.778375393834196e-18,5.680724723160376e-18,1.1114739302130423e-18,1.40858767527655e-18,1.4542786474306935e-18,1.4706550166062693e-18,1.4818086850924791e-18,163.85222647721645,-36.33025680042337,-999.0,-999.0
3311.136570012805,942.7432485717135,2.381092568364472,1.4733788177163603e-17,1.3561787631802842e-17,1.2829074031463048e-17,1.266276842808152e-17,1.2419605743111161e-17,1.8374352487598375e-18,2.106468805444892e-18,2.156703881532508e-18,2.1766433433981892e-18,2.1902259637486264e-18,163.8024028071468,-36.34447116535314,163.80239696561665,-36.344467810210155
1001.143307506784,958.3163362771705,1.749513222728661,2.6764615139038186e-17,2.4502003193802652e-17,2.3135384538548218e-17,2.278984205231584e-17,2.227184293015648e-17,2.476461934721854e-18,2.8312954199862544e-18,2.8960192403569024e-18,2.9196627201418494e-18,2.9322537428977197e-18,163.8396708090716,-36.33314990354354,163.8396801596935,-36.3331529934597
1852.1141573818131,1040.1298662736256,4.364734741029268,3.5879717995743226e-19,6.101769302379879e-19,7.951570516378954e-19,8.90788862524493e-19,8.930739944389305e-19,2.8685954319122817e-19,4.471525212789517e-19,5.376413264116791e-19,5.786691796364485e-19,5.897988299791027e-19,163.8254198109803,-36.33618126031565,-999.0,-999.0
